Page,total_views,total_sessions,total_users,total_conversions,avg_drop_off,conversion_rate
朴寶劍_zh.wikipedia.org_mobile-web_all-agents,1188600,803,550,779,-0.03606418919044575,0.9701120797011208
Vagina_de.wikipedia.org_mobile-web_all-agents,1187430,803,547,803,-0.009213937361208818,1.0
Category:Videos_of_male_ejaculation_commons.wikimedia.org_all-access_all-agents,1183684,803,552,803,-0.04153363189236964,1.0
Johan_Cruyff_en.wikipedia.org_desktop_all-agents,1169985,803,558,803,-0.37521281879897395,1.0
Tiger_de.wikipedia.org_all-access_all-agents,1159451,803,542,803,-0.06438404353966118,1.0
"Кларк,_Эмилия_ru.wikipedia.org_mobile-web_all-agents",1158566,803,550,803,-0.040145616496761675,1.0
Adele_es.wikipedia.org_desktop_all-agents,1157575,803,552,803,-0.06479627292797838,1.0
Cassandra_Peterson_en.wikipedia.org_mobile-web_all-agents,1153497,803,553,803,-0.11169434060186074,1.0
Daniel_Handler_en.wikipedia.org_all-access_all-agents,1151871,803,550,803,-0.08067119719894322,1.0
北村一輝_ja.wikipedia.org_all-access_all-agents,1151612,803,554,803,-0.1875193146957243,1.0
Associação_Chapecoense_de_Futebol_en.wikipedia.org_desktop_all-agents,1148905,803,531,599,-1.6251086619134694,0.7459526774595268
モハメド・アリ_ja.wikipedia.org_all-access_all-agents,1147711,803,565,803,-0.24544150080994082,1.0
United_Airlines_Flight_93_en.wikipedia.org_desktop_all-agents,1143997,803,548,803,-0.09936001673076407,1.0
Organización_de_los_Estados_Americanos_es.wikipedia.org_all-access_all-agents,1141971,803,550,803,-0.044891617392147705,1.0
機動戦士ガンダム_THE_ORIGIN_ja.wikipedia.org_all-access_all-agents,1141064,803,556,803,-0.03492605719093239,1.0
Singapur_de.wikipedia.org_mobile-web_all-agents,1137908,803,550,803,-0.05615044930461775,1.0
Rogue_One:_Una_historia_de_Star_Wars_es.wikipedia.org_all-access_all-agents,1125545,803,544,326,-inf,0.40597758405977585
Libertad_es.wikipedia.org_mobile-web_all-agents,1113702,803,560,803,-0.05280502985168304,1.0
GANTZ_ja.wikipedia.org_mobile-web_all-agents,1110617,803,551,803,-0.021424821185984273,1.0
Nazismo_es.wikipedia.org_desktop_all-agents,1108447,803,548,803,-0.031621622524862884,1.0
Ramsés_II_es.wikipedia.org_mobile-web_all-agents,1102092,803,533,803,-0.06892893492683518,1.0
Либерализм_ru.wikipedia.org_desktop_all-agents,1099701,803,545,803,-0.01585781465027991,1.0
BMW_F10_de.wikipedia.org_all-access_all-agents,1098748,803,568,803,-0.005475642103537846,1.0
"Потёмкин,_Григорий_Александрович_ru.wikipedia.org_all-access_all-agents",1098369,803,549,803,-0.06093733961419592,1.0
Звёздные_войны._Эпизод_I:_Скрытая_угроза_ru.wikipedia.org_all-access_all-agents,1092835,803,548,803,-0.03456649267263014,1.0
Нюша_ru.wikipedia.org_desktop_all-agents,1090693,803,545,803,-0.0807499523855106,1.0
秦昭襄王_zh.wikipedia.org_all-access_all-agents,1089818,803,541,799,-0.02609323704680063,0.9950186799501868
康熙帝_zh.wikipedia.org_all-access_all-agents,1087313,803,558,803,-0.012398948406789498,1.0
Caroline_Aherne_en.wikipedia.org_mobile-web_all-agents,1084811,803,556,803,-1.1539987611775595,1.0
佐野岳_ja.wikipedia.org_mobile-web_all-agents,1084103,803,543,803,-0.6873497486007981,1.0
致命復活_zh.wikipedia.org_all-access_all-agents,1083796,803,550,652,-inf,0.8119551681195517
Stephen_Thompson_(fighter)_en.wikipedia.org_desktop_all-agents,1082404,803,534,803,-0.07299948646823348,1.0
"Суэйзи,_Патрик_ru.wikipedia.org_all-access_all-agents",1075922,803,548,803,-0.12577909913808719,1.0
Ronda_Rousey_es.wikipedia.org_all-access_all-agents,1075728,803,561,803,-0.054451618650878296,1.0
Eugenie_Bouchard_en.wikipedia.org_mobile-web_all-agents,1075286,803,546,803,-0.2070222302755939,1.0
Metro_es.wikipedia.org_mobile-web_all-agents,1068061,803,548,803,-0.011094967825567535,1.0
Iglesia_católica_es.wikipedia.org_mobile-web_all-agents,1066031,803,550,803,-0.008534518266005982,1.0
Doom_(series)_en.wikipedia.org_desktop_all-agents,1063068,803,561,803,-0.017828492333382486,1.0
Tonya_Harding_en.wikipedia.org_desktop_all-agents,1061878,803,554,803,-0.14773991023206967,1.0
Аммиак_ru.wikipedia.org_all-access_all-agents,1056795,803,557,803,-0.023871148167993145,1.0
Dove_Cameron_es.wikipedia.org_mobile-web_all-agents,1054687,803,557,803,-0.07161988830924497,1.0
SAKEROCK_ja.wikipedia.org_all-access_all-agents,1052429,803,555,803,-0.11133243960570365,1.0
竜星涼_ja.wikipedia.org_all-access_all-agents,1043978,803,559,803,-0.1370955660279687,1.0
犬夜叉_ja.wikipedia.org_mobile-web_all-agents,1040577,803,549,803,-0.023273355064808918,1.0
北海道新幹線_ja.wikipedia.org_mobile-web_all-agents,1039224,803,548,803,-0.04587333951947131,1.0
Whitney_Cummings_en.wikipedia.org_mobile-web_all-agents,1038641,803,550,803,-0.13079983221953567,1.0
Animales_fantásticos_y_dónde_encontrarlos_es.wikipedia.org_all-access_all-agents,1036591,803,553,803,-0.06815580489188246,1.0
Remembrance_Day_en.wikipedia.org_mobile-web_all-agents,1032487,803,560,803,-0.04659418463930324,1.0
Норильск_ru.wikipedia.org_all-access_all-agents,1028989,803,557,803,-0.0247149871510648,1.0
内野聖陽_ja.wikipedia.org_mobile-web_all-agents,1028612,803,534,803,-0.1578004603676506,1.0
Lobotomie_de.wikipedia.org_all-access_all-agents,1025805,803,537,803,-0.09576231661729752,1.0
The_Neverending_Story_en.wikipedia.org_all-access_all-agents,1025292,803,547,802,-0.08887961506881562,0.9987546699875467
Instagram_es.wikipedia.org_desktop_all-agents,1021972,803,547,803,-0.04257102503650254,1.0
Mad_Max_es.wikipedia.org_all-access_all-agents,1020886,803,543,803,-0.09949287799960872,1.0
Diane_Kruger_fr.wikipedia.org_all-access_all-agents,1018009,803,558,803,-0.22021807714350852,1.0
Batman:_The_Killing_Joke_(film)_en.wikipedia.org_mobile-web_all-agents,1016475,803,533,529,-inf,0.6587795765877957
UFC_198_en.wikipedia.org_desktop_all-agents,1015286,803,560,559,-inf,0.6961394769613948
Schuppenflechte_de.wikipedia.org_all-access_all-agents,1013681,803,551,803,-0.024585515740912264,1.0
Google_Chrome_es.wikipedia.org_desktop_all-agents,1012286,803,548,803,-0.038379281885403765,1.0
Ricardo_Quaresma_en.wikipedia.org_mobile-web_all-agents,1008466,803,557,803,-0.2835175792729466,1.0
Léa_Salamé_fr.wikipedia.org_mobile-web_all-agents,1002671,803,573,799,-0.7476531432996222,0.9950186799501868
桐谷美玲_ja.wikipedia.org_desktop_all-agents,997632,803,556,803,-0.0881836664565918,1.0
Emily_Ratajkowski_es.wikipedia.org_all-access_all-agents,996703,803,562,803,-0.049740255183481415,1.0
江口のりこ_ja.wikipedia.org_all-access_all-agents,989687,803,548,803,-0.3389589324924077,1.0
USエアウェイズ1549便不時着水事故_ja.wikipedia.org_all-access_all-agents,982937,803,553,800,-0.14675910557521554,0.9962640099626401
Lengua_(lingüística)_es.wikipedia.org_all-access_all-agents,982350,803,549,788,-0.07061944588659602,0.9813200498132005
Galaxia_es.wikipedia.org_desktop_all-agents,979595,803,568,803,-0.05082770086424572,1.0
2016_Asia_Cup_en.wikipedia.org_mobile-web_all-agents,979224,803,542,763,-0.049933023987224455,0.950186799501868
"Еприкян,_Наталья_Андреевна_ru.wikipedia.org_all-access_all-agents",972247,803,563,803,-0.18317400866681324,1.0
Special:GlobalUsage_en.wikipedia.org_mobile-web_all-agents,971892,803,557,374,-15.971815495340879,0.4657534246575342
Claude_François_fr.wikipedia.org_mobile-web_all-agents,968827,803,553,803,-0.28995015376365996,1.0
Jean_Racine_fr.wikipedia.org_all-access_all-agents,968126,803,558,803,-0.028708062149965796,1.0
Нью-Йорк_ru.wikipedia.org_mobile-web_all-agents,961510,803,558,803,-0.010817659117104429,1.0
Olympic_symbols_en.wikipedia.org_mobile-web_all-agents,958347,803,573,803,-0.02828700822164266,1.0
福田典子_ja.wikipedia.org_all-access_all-agents,955527,803,556,453,-1.3727660039321758,0.564134495641345
藤森慎吾_ja.wikipedia.org_all-access_all-agents,954914,803,547,803,-0.28821739182410505,1.0
Iraivi_en.wikipedia.org_all-access_all-agents,950770,803,564,803,-0.024857886486721527,1.0
Mercedes-Benz_Baureihe_204_de.wikipedia.org_desktop_all-agents,949912,803,555,803,-0.028040371021219937,1.0
Liga_Europa_de_la_UEFA_es.wikipedia.org_all-access_all-agents,948702,803,583,713,-inf,0.887920298879203
Todd_Fisher_en.wikipedia.org_desktop_all-agents,947844,803,551,799,-0.08269192262522526,0.9950186799501868
Angers_fr.wikipedia.org_all-access_all-agents,943970,803,561,803,-0.024341654594775407,1.0
Yeezus_en.wikipedia.org_desktop_all-agents,943720,803,544,803,-0.013736129608032397,1.0
George_Martin_en.wikipedia.org_desktop_all-agents,938624,803,566,803,-0.31021694815454376,1.0
Nigeria_fr.wikipedia.org_all-access_all-agents,938381,803,554,803,-0.03531049599998985,1.0
Toronto_Raptors_en.wikipedia.org_desktop_all-agents,938045,803,546,803,-0.048024269293794684,1.0
Powerball_en.wikipedia.org_desktop_all-agents,936218,803,561,803,-0.10841030296700968,1.0
Energía_potencial_es.wikipedia.org_desktop_all-agents,932609,803,549,797,-0.04618210162140896,0.9925280199252802
Génération_Y_fr.wikipedia.org_all-access_all-agents,927404,803,566,803,-0.025971390411099415,1.0
Portal:Sport_de.wikipedia.org_desktop_all-agents,926016,803,554,803,-0.07616949978691778,1.0
羽生結弦_ja.wikipedia.org_desktop_all-agents,922780,803,549,803,-0.05894503793241385,1.0
Renée_Zellweger_es.wikipedia.org_all-access_all-agents,920966,803,552,803,-0.09161786896107971,1.0
石丸幹二_ja.wikipedia.org_all-access_all-agents,920732,803,549,803,-0.5813683706240239,1.0
西川貴教_ja.wikipedia.org_mobile-web_all-agents,911973,803,557,803,-0.19326886872711826,1.0
Fliegendes_Spaghettimonster_de.wikipedia.org_all-access_all-agents,910448,803,554,803,-0.061449132633517485,1.0
Bruttoinlandsprodukt_de.wikipedia.org_desktop_all-agents,910300,803,548,803,-0.04251882260567603,1.0
Пираты_Карибского_моря:_На_странных_берегах_ru.wikipedia.org_all-access_all-agents,908472,803,550,803,-0.07123691267278902,1.0
Wikipédia_en_français_fr.wikipedia.org_all-access_all-agents,907231,803,545,803,-0.014010007919201966,1.0
Pink_Floyd_fr.wikipedia.org_all-access_all-agents,905258,803,561,803,-0.023572889783873213,1.0
List_of_Pokémon_video_games_en.wikipedia.org_desktop_all-agents,905136,803,528,803,-0.006435881361624768,1.0
My_Big_Fat_Greek_Wedding_en.wikipedia.org_mobile-web_all-agents,904191,803,560,803,-0.08485684153047392,1.0
Люди_Икс_ru.wikipedia.org_all-access_all-agents,902013,803,558,803,-0.01881380294377365,1.0
Unidad_de_medida_es.wikipedia.org_mobile-web_all-agents,901643,803,564,802,-0.0436298767261595,0.9987546699875467
Addison_Russell_en.wikipedia.org_mobile-web_all-agents,901181,803,546,679,-0.5180456055570803,0.8455790784557908
台灣偶像劇列表_zh.wikipedia.org_desktop_all-agents,899794,803,556,803,-0.01465302285874345,1.0
ご注文はうさぎですか?_ja.wikipedia.org_desktop_all-agents,893823,803,564,803,-0.024654701211548054,1.0
怪盗探偵_山猫_ja.wikipedia.org_all-access_all-agents,890651,803,554,646,-inf,0.8044831880448319
Улицы_разбитых_фонарей_ru.wikipedia.org_all-access_all-agents,887647,803,554,803,-0.043981204543106736,1.0
Les_100_(série_télévisée)_fr.wikipedia.org_mobile-web_all-agents,885761,803,531,803,-0.026696995364342772,1.0
Body-Mass-Index_de.wikipedia.org_desktop_all-agents,875049,803,565,803,-0.05216101526708214,1.0
Саентология_ru.wikipedia.org_mobile-web_all-agents,870909,803,554,803,-0.06699848116475156,1.0
Viscosidad_es.wikipedia.org_desktop_all-agents,868467,803,559,798,-0.054127270848503724,0.9937733499377335
"Ахматова,_Анна_Андреевна_ru.wikipedia.org_desktop_all-agents",865202,803,555,803,-0.03949114871960805,1.0
丸高愛実_ja.wikipedia.org_all-access_all-agents,861560,803,533,803,-0.667680081334712,1.0
重盛さと美_ja.wikipedia.org_mobile-web_all-agents,861311,803,554,803,-0.7278425029060861,1.0
上坂すみれ_ja.wikipedia.org_desktop_all-agents,852859,803,551,803,-0.05114953472030982,1.0
Dr._Dre_es.wikipedia.org_all-access_all-agents,852176,803,569,803,-0.037935162098357476,1.0
Justin_Gatlin_en.wikipedia.org_desktop_all-agents,851808,803,545,803,-0.07986112288497872,1.0
"Гузеева,_Лариса_Андреевна_ru.wikipedia.org_mobile-web_all-agents",850987,803,542,803,-0.17194018423689303,1.0
Lua_Blanco_fr.wikipedia.org_desktop_all-agents,850721,803,559,265,-inf,0.3300124533001245
張本勲_ja.wikipedia.org_mobile-web_all-agents,842915,803,546,803,-0.22858487260530874,1.0
赤塚不二夫_ja.wikipedia.org_all-access_all-agents,842119,803,549,803,-0.1061353347891371,1.0
Joanne_(album)_en.wikipedia.org_mobile-web_all-agents,831641,803,543,361,-inf,0.44956413449564137
Reducción-oxidación_es.wikipedia.org_mobile-web_all-agents,830817,803,549,796,-0.05960483554915498,0.9912826899128269
Antes_muerta_que_Lichita_es.wikipedia.org_all-access_all-agents,825974,803,547,750,-inf,0.933997509339975
北大路欣也_ja.wikipedia.org_all-access_all-agents,824855,803,553,803,-0.1757209817079813,1.0
Dakota_Johnson_de.wikipedia.org_all-access_all-agents,824062,803,568,803,-0.12914145286922482,1.0
陸星材_zh.wikipedia.org_all-access_all-agents,819431,803,553,803,-0.01755215416131077,1.0
Nekrolog_2017_de.wikipedia.org_mobile-web_all-agents,816770,803,551,255,-inf,0.3175591531755915
Cultura_tolteca_es.wikipedia.org_mobile-web_all-agents,809959,803,555,803,-0.06040210602278127,1.0
郷ひろみ_ja.wikipedia.org_mobile-web_all-agents,809812,803,571,803,-0.29710795241623994,1.0
Papá_Noel_es.wikipedia.org_mobile-web_all-agents,807208,803,547,803,-0.02138668603507937,1.0
Пандора_ru.wikipedia.org_all-access_all-agents,806886,803,555,803,-0.05880880289003301,1.0
Gwangjong_of_Goryeo_en.wikipedia.org_mobile-web_all-agents,805746,803,549,402,-0.05458657409810422,0.5006226650062267
Bundespräsidentenwahl_in_Österreich_2016_de.wikipedia.org_all-access_all-agents,804491,803,568,630,-0.11389451844135107,0.7845579078455791
Тарас_Бульба_ru.wikipedia.org_all-access_all-agents,799881,803,539,803,-0.04565003770106901,1.0
風夏_ja.wikipedia.org_mobile-web_all-agents,792847,803,552,803,-0.05166510764677009,1.0
Fase_lunar_es.wikipedia.org_desktop_all-agents,791958,803,535,803,-0.055008544730753645,1.0
宋芸樺_zh.wikipedia.org_desktop_all-agents,790769,803,537,803,-0.02763544134585077,1.0
"Диас,_Нейт_ru.wikipedia.org_all-access_all-agents",789070,803,552,654,-0.12438675652533482,0.8144458281444583
Amancio_Ortega_es.wikipedia.org_mobile-web_all-agents,788220,803,527,803,-0.10434153953391281,1.0
Liga_de_Campeones_de_la_UEFA_2016-17_es.wikipedia.org_mobile-web_all-agents,787737,803,544,573,-0.1100368334895838,0.7135740971357409
XXx:_The_Return_of_Xander_Cage_en.wikipedia.org_desktop_all-agents,782211,803,540,466,-inf,0.5803237858032378
星の王子さま_ja.wikipedia.org_all-access_all-agents,780536,803,544,803,-0.09370137206332439,1.0
United_States_men's_national_basketball_team_en.wikipedia.org_desktop_all-agents,778264,803,554,803,-0.0332323982180235,1.0
Saison_7_de_The_Walking_Dead_fr.wikipedia.org_desktop_all-agents,775941,803,560,426,-inf,0.5305105853051059
Квартет_И_ru.wikipedia.org_all-access_all-agents,773693,803,558,803,-0.053921410179738526,1.0
Smells_Like_Teen_Spirit_en.wikipedia.org_mobile-web_all-agents,765230,803,546,803,-0.32245978579375134,1.0
Télévision_fr.wikipedia.org_all-access_all-agents,764367,803,527,803,-0.03341460811300285,1.0
Категория:Порноактрисы_по_странам_ru.wikipedia.org_desktop_all-agents,763427,803,544,803,-0.004437823600570088,1.0
Sukhoi_Superjet_100_ru.wikipedia.org_desktop_all-agents,761995,803,556,803,-0.08104850350816609,1.0
"Филипп,_герцог_Эдинбургский_ru.wikipedia.org_all-access_all-agents",759149,803,562,803,-0.06555707807679946,1.0
Леди_Гага_ru.wikipedia.org_desktop_all-agents,757940,803,546,803,-0.01819175988107676,1.0
"Ван_Гог,_Винсент_ru.wikipedia.org_desktop_all-agents",755438,803,572,803,-0.10636202281027057,1.0
Antoine_Lavoisier_es.wikipedia.org_desktop_all-agents,755409,803,551,791,-0.05352031509267493,0.9850560398505604
Pierre-Emerick_Aubameyang_de.wikipedia.org_all-access_all-agents,753590,803,556,803,-0.4637438482419485,1.0
Париж_ru.wikipedia.org_desktop_all-agents,752803,803,551,803,-0.017035732891911137,1.0
Eugenie_Bouchard_en.wikipedia.org_desktop_all-agents,751605,803,552,803,-0.1450834111261019,1.0
José_José_es.wikipedia.org_mobile-web_all-agents,750783,803,547,803,-0.12434251288447683,1.0
"Топольницкая,_Юлия_Николаевна_ru.wikipedia.org_all-access_all-agents",750371,803,556,598,-inf,0.7447073474470735
池田大作_ja.wikipedia.org_mobile-web_all-agents,749659,803,556,803,-0.04483941472829864,1.0
Sophia_Wollersheim_de.wikipedia.org_mobile-web_all-agents,748584,803,535,583,-0.5305901577722671,0.726027397260274
Макао_ru.wikipedia.org_all-access_all-agents,748259,803,552,803,-0.08963119869724778,1.0
Агенты_«Щ.И.Т.»_ru.wikipedia.org_desktop_all-agents,746540,803,538,803,-0.013357754952493911,1.0
Yves_Montand_fr.wikipedia.org_all-access_all-agents,745642,803,557,803,-0.15436506169383704,1.0
Alien_(film)_fr.wikipedia.org_all-access_all-agents,745181,803,541,803,-0.07155456292247317,1.0
レディー・ガガ_ja.wikipedia.org_all-access_all-agents,745083,803,549,803,-0.08083893232694096,1.0
"Бекмамбетов,_Тимур_Нуруахитович_ru.wikipedia.org_all-access_all-agents",744819,803,543,803,-0.0441623302124985,1.0
Wladimir_Wladimirowitsch_Putin_de.wikipedia.org_desktop_all-agents,744455,803,551,803,-0.04281451279376046,1.0
Auschwitz_fr.wikipedia.org_all-access_all-agents,742430,803,561,803,-0.03385048493869069,1.0
WWE_es.wikipedia.org_mobile-web_all-agents,736899,803,554,803,-0.03742524469746398,1.0
Irina_Baeva_es.wikipedia.org_all-access_all-agents,732928,803,559,605,-inf,0.7534246575342466
Indian_black_money_en.wikipedia.org_mobile-web_all-agents,731900,803,558,803,-0.05339435648853084,1.0
André-Pierre_Gignac_fr.wikipedia.org_all-access_all-agents,731673,803,548,803,-0.3397960029628004,1.0
HTTPステータスコード_ja.wikipedia.org_desktop_all-agents,729385,803,548,803,-0.4845010575393498,1.0
大動脈解離_ja.wikipedia.org_mobile-web_all-agents,727641,803,549,803,-0.1683738758324595,1.0
List_of_Presidential_Medal_of_Freedom_recipients_en.wikipedia.org_desktop_all-agents,725012,803,544,803,-0.23457785281695012,1.0
Massaker_von_Srebrenica_de.wikipedia.org_all-access_all-agents,721273,803,558,803,-0.14637357656903274,1.0
